Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
58,3,1011.9,2,3,3,233,At Risk
51,11,2538.3,3,4,4,344,Loyal Customers
127,2,730.86,2,2,3,223,Lost Customers
281,3,386.15,1,3,2,132,At Risk
55,2,447.68,2,2,2,222,Lost Customers
320,1,200.10000000000002,1,1,1,111,Lost Customers
26,2,289.99,3,2,1,321,Lost Customers
10,2,77.4,4,2,1,421,Lost Customers
7,2,679.4399999999999,4,2,3,423,Lost Customers
29,1,197.64,3,1,1,311,Lost Customers
17,4,745.06,4,3,3,433,Loyal Customers
64,1,6.2,2,1,1,211,Lost Customers
21,1,228.99,3,1,1,311,Lost Customers
3,7,1319.91,4,4,3,443,Loyal Customers
166,1,131.45000000000002,1,1,1,111,Lost Customers
1,17,8020.93,4,4,4,444,Champions
53,3,173.74,2,3,1,231,At Risk
51,1,157.7,3,1,1,311,Lost Customers
48,12,4339.74,3,4,4,344,Loyal Customers
61,1,193.14,2,1,1,211,Lost Customers
162,3,845.55,1,3,3,133,At Risk
9,1,353.27,4,1,2,412,Lost Customers
15,4,554.65,4,3,2,432,Loyal Customers
75,1,193.39000000000001,2,1,1,211,Lost Customers
40,8,2741.17,3,4,4,344,Loyal Customers
41,11,2087.88,3,4,4,344,Loyal Customers
370,2,155.43,1,2,1,121,Lost Customers
37,2,778.5,3,2,3,323,Lost Customers
197,1,271.85,1,1,1,111,Lost Customers
200,2,1010.34,1,2,3,123,Lost Customers
74,3,657.8,2,3,2,232,At Risk
64,2,272.07,2,2,1,221,Lost Customers
21,4,507.29,3,3,2,332,Loyal Customers
367,1,48.800000000000004,1,1,1,111,Lost Customers
180,3,321.43,1,3,2,132,At Risk
10,4,1127.71,4,3,3,433,Loyal Customers
4,12,2226.91,4,4,4,444,Champions
197,3,2139.76,1,3,4,134,At Risk
29,4,697.55,3,3,3,333,Loyal Customers
53,1,196.28,2,1,1,211,Lost Customers
18,6,1720.3,4,4,4,444,Champions
10,3,102.44999999999999,4,3,1,431,Loyal Customers
90,4,1649.5,2,3,4,234,At Risk
268,1,62.85,1,1,1,111,Lost Customers
53,6,3295.76,2,4,4,244,At Risk
44,4,2824.69,3,3,4,334,Loyal Customers
64,4,3189.81,2,3,4,234,At Risk
149,1,309.4,1,1,2,112,Lost Customers
22,25,7930.54,3,4,4,344,Loyal Customers
312,1,325.75,1,1,2,112,Lost Customers
23,2,511.35,3,2,2,322,Lost Customers
58,6,2836.69,2,4,4,244,At Risk
24,2,475.8,3,2,2,322,Lost Customers
78,7,2759.83,2,4,4,244,At Risk
119,2,645.65,2,2,2,222,Lost Customers
36,3,1311.3799999999999,3,3,3,333,Loyal Customers
60,2,1173.12,2,2,3,223,Lost Customers
13,4,1353.74,4,3,3,433,Loyal Customers
19,1,170.32,3,1,1,311,Lost Customers
52,1,125.79,2,1,1,211,Lost Customers
26,2,841.1999999999999,3,2,3,323,Lost Customers
29,1,266.76,3,1,1,311,Lost Customers
7,2,52.2,4,2,1,421,Lost Customers
11,11,14353.4,4,4,4,444,Champions
186,3,710.28,1,3,3,133,At Risk
3,8,2953.59,4,4,4,444,Champions
9,2,725.7,4,2,3,423,Lost Customers
262,1,327.25,1,1,2,112,Lost Customers
3,4,522.38,4,3,2,432,Loyal Customers
210,1,519.68,1,1,2,112,Lost Customers
108,2,1465.3200000000002,2,2,3,223,Lost Customers
13,9,1485.54,4,4,3,443,Loyal Customers
77,3,706.19,2,3,3,233,At Risk
20,1,255.4,3,1,1,311,Lost Customers
27,2,589.7,3,2,2,322,Lost Customers
19,6,761.59,3,4,3,343,Loyal Customers
132,1,765.3199999999999,2,1,3,213,Lost Customers
253,1,364.8,1,1,2,112,Lost Customers
79,1,1862.0,2,1,4,214,Lost Customers
207,1,369.2,1,1,2,112,Lost Customers
336,1,135.9,1,1,1,111,Lost Customers
254,1,125.65,1,1,1,111,Lost Customers
148,2,554.38,1,2,2,122,Lost Customers
10,2,1237.8500000000001,4,2,3,423,Lost Customers
85,1,655.75,2,1,2,212,Lost Customers
8,20,11138.710000000001,4,4,4,444,Champions
205,2,468.77000000000004,1,2,2,122,Lost Customers
8,4,1366.38,4,3,3,433,Loyal Customers
23,6,1303.52,3,4,3,343,Loyal Customers
11,9,1421.29,4,4,3,443,Loyal Customers
26,1,332.66,3,1,2,312,Lost Customers
21,5,2810.63,3,4,4,344,Loyal Customers
2,2,1025.44,4,2,3,423,Lost Customers
158,2,616.15,1,2,2,122,Lost Customers
3,7,3501.1,4,4,4,444,Champions
74,1,277.8,2,1,1,211,Lost Customers
3,4,434.35,4,3,2,432,Loyal Customers
1,198,136275.72,4,4,4,444,Champions
17,2,867.85,4,2,3,423,Lost Customers
36,4,1227.43,3,3,3,333,Loyal Customers
91,2,307.48,2,2,2,222,Lost Customers
71,4,1268.98,2,3,3,233,At Risk
116,2,1610.15,2,2,3,223,Lost Customers
213,2,977.77,1,2,3,123,Lost Customers
30,2,1316.07,3,2,3,323,Lost Customers
51,1,749.1,3,1,3,313,Lost Customers
246,1,310.05,1,1,2,112,Lost Customers
32,1,223.88,3,1,1,311,Lost Customers
109,3,2372.86,2,3,4,234,At Risk
5,4,864.6800000000001,4,3,3,433,Loyal Customers
366,1,313.53,1,1,2,112,Lost Customers
82,2,1890.94,2,2,4,224,Lost Customers
297,1,1784.71,1,1,4,114,Lost Customers
34,8,8137.02,3,4,4,344,Loyal Customers
57,3,1621.88,2,3,3,233,At Risk
30,12,5900.25,3,4,4,344,Loyal Customers
14,1,100.9,4,1,1,411,Lost Customers
72,2,290.82,2,2,1,221,Lost Customers
23,6,1101.97,3,4,3,343,Loyal Customers
19,1,371.2,3,1,2,312,Lost Customers
79,1,311.69,2,1,2,212,Lost Customers
60,11,8099.49,2,4,4,244,At Risk
25,1,289.82,3,1,1,311,Lost Customers
12,1,336.17,4,1,2,412,Lost Customers
253,1,58.49,1,1,1,111,Lost Customers
147,3,499.68,1,3,2,132,At Risk
64,4,695.42,2,3,3,233,At Risk
8,2,221.27,4,2,1,421,Lost Customers
11,9,7044.68,4,4,4,444,Champions
271,1,126.7,1,1,1,111,Lost Customers
10,5,1487.8,4,4,3,443,Loyal Customers
247,1,206.21,1,1,1,111,Lost Customers
96,2,599.0,2,2,2,222,Lost Customers
15,1,191.32,4,1,1,411,Lost Customers
50,1,463.8,3,1,2,312,Lost Customers
30,1,147.59,3,1,1,311,Lost Customers
68,4,1592.06,2,3,3,233,At Risk
35,3,1116.57,3,3,3,333,Loyal Customers
128,1,114.77,2,1,1,211,Lost Customers
107,3,1314.45,2,3,3,233,At Risk
37,1,114.39,3,1,1,311,Lost Customers
57,1,279.94,2,1,1,211,Lost Customers
57,6,774.86,2,4,3,243,At Risk
72,5,1931.42,2,4,4,244,At Risk
246,1,102.12,1,1,1,111,Lost Customers
19,2,213.27,3,2,1,321,Lost Customers
198,2,296.75,1,2,1,121,Lost Customers
16,2,326.4,4,2,2,422,Lost Customers
212,1,334.54,1,1,2,112,Lost Customers
39,2,233.23000000000002,3,2,1,321,Lost Customers
46,3,546.1999999999999,3,3,2,332,Loyal Customers
170,2,429.87,1,2,2,122,Lost Customers
48,1,490.52,3,1,2,312,Lost Customers
116,4,1641.76,2,3,4,234,At Risk
147,1,1245.93,1,1,3,113,Lost Customers
16,28,6314.87,4,4,4,444,Champions
51,1,497.14,3,1,2,312,Lost Customers
159,1,156.91,1,1,1,111,Lost Customers
12,3,1261.78,4,3,3,433,Loyal Customers
36,1,308.94,3,1,2,312,Lost Customers
54,2,423.04,2,2,2,222,Lost Customers
43,2,260.17,3,2,1,321,Lost Customers
173,1,170.04,1,1,1,111,Lost Customers
34,1,125.58,3,1,1,311,Lost Customers
39,3,496.21000000000004,3,3,2,332,Loyal Customers
267,1,266.0,1,1,1,111,Lost Customers
9,9,1914.82,4,4,4,444,Champions
12,4,905.04,4,3,3,433,Loyal Customers
3,11,6783.86,4,4,4,444,Champions
10,10,1661.33,4,4,4,444,Champions
33,1,377.01,3,1,2,312,Lost Customers
80,3,464.2,2,3,2,232,At Risk
31,4,1066.1499999999999,3,3,3,333,Loyal Customers
8,4,627.13,4,3,2,432,Loyal Customers
72,2,518.28,2,2,2,222,Lost Customers
4,4,668.14,4,3,3,433,Loyal Customers
256,3,4959.1,1,3,4,134,At Risk
5,10,2583.37,4,4,4,444,Champions
16,8,4308.61,4,4,4,444,Champions
90,1,252.73000000000002,2,1,1,211,Lost Customers
72,3,465.55,2,3,2,232,At Risk
59,6,705.49,2,4,3,243,At Risk
10,47,19914.44,4,4,4,444,Champions
170,1,180.35,1,1,1,111,Lost Customers
199,1,135.93,1,1,1,111,Lost Customers
31,1,537.0,3,1,2,312,Lost Customers
19,17,7700.2300000000005,3,4,4,344,Loyal Customers
152,2,735.66,1,2,3,123,Lost Customers
9,15,5194.82,4,4,4,444,Champions
270,1,343.62,1,1,2,112,Lost Customers
65,4,384.05,2,3,2,232,At Risk
274,1,121.17000000000002,1,1,1,111,Lost Customers
25,3,1782.09,3,3,4,334,Loyal Customers
23,3,1391.61,3,3,3,333,Loyal Customers
319,1,215.78,1,1,1,111,Lost Customers
5,3,697.79,4,3,3,433,Loyal Customers
12,2,302.1,4,2,1,421,Lost Customers
275,2,1489.5,1,2,3,123,Lost Customers
25,11,2124.9900000000002,3,4,4,344,Loyal Customers
41,9,1337.72,3,4,3,343,Loyal Customers
8,4,301.84,4,3,1,431,Loyal Customers
4,48,54534.14,4,4,4,444,Champions
71,4,987.86,2,3,3,233,At Risk
213,1,370.79999999999995,1,1,2,112,Lost Customers
38,4,3158.13,3,3,4,334,Loyal Customers
53,1,893.59,2,1,3,213,Lost Customers
78,3,1744.76,2,3,4,234,At Risk
46,2,553.36,3,2,2,322,Lost Customers
179,1,1109.53,1,1,3,113,Lost Customers
373,1,106.2,1,1,1,111,Lost Customers
94,2,982.07,2,2,3,223,Lost Customers
10,3,1043.41,4,3,3,433,Loyal Customers
105,1,748.87,2,1,3,213,Lost Customers
78,1,773.03,2,1,3,213,Lost Customers
173,1,880.85,1,1,3,113,Lost Customers
7,32,9743.11,4,4,4,444,Champions
213,4,895.61,1,3,3,133,At Risk
22,5,504.8,3,4,2,342,Loyal Customers
257,1,88.2,1,1,1,111,Lost Customers
282,1,306.94,1,1,2,112,Lost Customers
21,2,1160.07,3,2,3,323,Lost Customers
10,6,2420.84,4,4,4,444,Champions
308,1,381.32,1,1,2,112,Lost Customers
68,1,480.71,2,1,2,212,Lost Customers
215,2,457.81,1,2,2,122,Lost Customers
18,6,4597.02,4,4,4,444,Champions
104,4,1370.6,2,3,3,233,At Risk
43,1,219.39000000000001,3,1,1,311,Lost Customers
4,1,248.08,4,1,1,411,Lost Customers
182,3,39916.5,1,3,4,134,At Risk
84,1,410.48,2,1,2,212,Lost Customers
334,3,876.0,1,3,3,133,At Risk
9,2,317.53,4,2,2,422,Lost Customers
31,2,703.36,3,2,3,323,Lost Customers
197,2,1027.44,1,2,3,123,Lost Customers
18,7,2298.93,4,4,4,444,Champions
18,5,1422.52,4,4,3,443,Loyal Customers
311,6,319.5,1,4,2,142,At Risk
142,3,1159.25,2,3,3,233,At Risk
246,1,484.95,1,1,2,112,Lost Customers
24,4,996.1,3,3,3,333,Loyal Customers
29,3,1567.48,3,3,3,333,Loyal Customers
10,3,3608.94,4,3,4,434,Loyal Customers
30,10,2760.56,3,4,4,344,Loyal Customers
18,1,340.11,4,1,2,412,Lost Customers
18,4,1352.75,4,3,3,433,Loyal Customers
15,5,1551.78,4,4,3,443,Loyal Customers
134,1,244.8,2,1,1,211,Lost Customers
246,1,266.4,1,1,1,111,Lost Customers
134,1,358.82,2,1,2,212,Lost Customers
50,2,457.72,3,2,2,322,Lost Customers
114,3,1633.78,2,3,4,234,At Risk
7,2,2199.31,4,2,4,424,Lost Customers
23,2,184.19,3,2,1,321,Lost Customers
25,15,11528.48,3,4,4,344,Loyal Customers
66,1,406.53,2,1,2,212,Lost Customers
60,4,1471.0,2,3,3,233,At Risk
50,11,3447.4,3,4,4,344,Loyal Customers
170,1,330.11,1,1,2,112,Lost Customers
18,5,977.9300000000001,4,4,3,443,Loyal Customers
128,3,982.42,2,3,3,233,At Risk
15,8,1387.99,4,4,3,443,Loyal Customers
239,1,139.05,1,1,1,111,Lost Customers
3,4,1286.7,4,3,3,433,Loyal Customers
240,2,178.96,1,2,1,121,Lost Customers
52,7,2354.25,2,4,4,244,At Risk
46,1,498.74,3,1,2,312,Lost Customers
226,1,259.45,1,1,1,111,Lost Customers
8,17,6580.44,4,4,4,444,Champions
4,4,1194.73,4,3,3,433,Loyal Customers
165,2,1327.16,1,2,3,123,Lost Customers
240,1,623.5,1,1,2,112,Lost Customers
11,1,301.29,4,1,1,411,Lost Customers
134,1,520.8000000000001,2,1,2,212,Lost Customers
17,10,5314.47,4,4,4,444,Champions
10,13,4745.69,4,4,4,444,Champions
31,1,329.25,3,1,2,312,Lost Customers
75,1,296.42,2,1,1,211,Lost Customers
1,3,961.49,4,3,3,433,Loyal Customers
4,3,1936.07,4,3,4,434,Loyal Customers
45,1,401.40000000000003,3,1,2,312,Lost Customers
2,30,18641.010000000002,4,4,4,444,Champions
357,1,158.16,1,1,1,111,Lost Customers
18,2,304.47,4,2,1,421,Lost Customers
69,3,843.05,2,3,3,233,At Risk
373,1,487.75,1,1,2,112,Lost Customers
321,1,163.0,1,1,1,111,Lost Customers
26,1,106.56,3,1,1,311,Lost Customers
331,1,1289.5,1,1,3,113,Lost Customers
9,5,1624.05,4,4,3,443,Loyal Customers
323,1,135.75,1,1,1,111,Lost Customers
72,1,224.14,2,1,1,211,Lost Customers
260,1,40.5,1,1,1,111,Lost Customers
18,5,2206.95,4,4,4,444,Champions
367,1,87.5,1,1,1,111,Lost Customers
66,3,689.4799999999999,2,3,3,233,At Risk
154,2,622.85,1,2,2,122,Lost Customers
29,2,406.76,3,2,2,322,Lost Customers
70,1,310.62,2,1,2,212,Lost Customers
14,2,411.41,4,2,2,422,Lost Customers
2,15,4762.18,4,4,4,444,Champions
1,41,16225.39,4,4,4,444,Champions
120,3,1044.32,2,3,3,233,At Risk
61,1,499.32,2,1,2,212,Lost Customers
3,15,7616.53,4,4,4,444,Champions
3,1,3861.0,4,1,4,414,Lost Customers
11,3,1079.6100000000001,4,3,3,433,Loyal Customers
92,2,193.64,2,2,1,221,Lost Customers
59,4,1268.7,2,3,3,233,At Risk
87,5,1236.54,2,4,3,243,At Risk
26,6,1827.8,3,4,4,344,Loyal Customers
357,1,316.58,1,1,2,112,Lost Customers
85,2,653.24,2,2,2,222,Lost Customers
10,4,420.29999999999995,4,3,2,432,Loyal Customers
1,5,870.12,4,4,3,443,Loyal Customers
225,1,331.18,1,1,2,112,Lost Customers
60,2,894.4100000000001,2,2,3,223,Lost Customers
241,1,101.8,1,1,1,111,Lost Customers
319,2,328.35,1,2,2,122,Lost Customers
2,8,1661.44,4,4,4,444,Champions
47,3,734.94,3,3,3,333,Loyal Customers
88,1,96.6,2,1,1,211,Lost Customers
11,11,5756.89,4,4,4,444,Champions
176,1,305.75,1,1,2,112,Lost Customers
52,6,1778.96,2,4,4,244,At Risk
366,1,403.25,1,1,2,112,Lost Customers
319,1,585.0,1,1,2,112,Lost Customers
226,2,755.75,1,2,3,123,Lost Customers
358,2,322.08,1,2,2,122,Lost Customers
234,1,409.40000000000003,1,1,2,112,Lost Customers
311,1,154.41,1,1,1,111,Lost Customers
37,5,1219.4,3,4,3,343,Loyal Customers
66,4,3386.71,2,3,4,234,At Risk
239,2,429.6,1,2,2,122,Lost Customers
113,2,612.06,2,2,2,222,Lost Customers
277,1,197.0,1,1,1,111,Lost Customers
218,12,2247.51,1,4,4,144,At Risk
299,1,321.05,1,1,2,112,Lost Customers
2,4,1412.32,4,3,3,433,Loyal Customers
29,3,1071.99,3,3,3,333,Loyal Customers
10,2,780.59,4,2,3,423,Lost Customers
45,5,1706.57,3,4,4,344,Loyal Customers
67,8,1756.44,2,4,4,244,At Risk
74,1,316.68,2,1,2,212,Lost Customers
65,2,631.57,2,2,2,222,Lost Customers
134,3,2515.84,2,3,4,234,At Risk
238,2,514.15,1,2,2,122,Lost Customers
122,1,356.0,2,1,2,212,Lost Customers
32,13,6688.46,3,4,4,344,Loyal Customers
9,11,10484.99,4,4,4,444,Champions
36,2,740.78,3,2,3,323,Lost Customers
16,5,918.1999999999999,4,4,3,443,Loyal Customers
127,1,300.36,2,1,1,211,Lost Customers
67,1,890.85,2,1,3,213,Lost Customers
149,1,98.45,1,1,1,111,Lost Customers
283,1,317.15,1,1,2,112,Lost Customers
169,2,623.16,1,2,2,122,Lost Customers
100,7,1810.77,2,4,4,244,At Risk
135,1,254.82,2,1,1,211,Lost Customers
324,1,178.95000000000002,1,1,1,111,Lost Customers
107,1,156.51,2,1,1,211,Lost Customers
64,1,393.74,2,1,2,212,Lost Customers
151,2,1506.1200000000001,1,2,3,123,Lost Customers
338,1,119.3,1,1,1,111,Lost Customers
22,5,1717.36,3,4,4,344,Loyal Customers
24,1,408.8,3,1,2,312,Lost Customers
16,7,2379.49,4,4,4,444,Champions
7,15,2507.07,4,4,4,444,Champions
57,2,721.94,2,2,3,223,Lost Customers
4,2,716.57,4,2,3,423,Lost Customers
38,1,615.14,3,1,2,312,Lost Customers
66,1,135.31,2,1,1,211,Lost Customers
47,1,255.89999999999998,3,1,1,311,Lost Customers
355,1,290.51,1,1,1,111,Lost Customers
172,1,113.12,1,1,1,111,Lost Customers
59,9,2332.15,2,4,4,244,At Risk
50,1,240.55,3,1,1,311,Lost Customers
22,2,486.69,3,2,2,322,Lost Customers
43,5,2306.52,3,4,4,344,Loyal Customers
29,3,939.78,3,3,3,333,Loyal Customers
5,18,7943.22,4,4,4,444,Champions
26,14,4623.3,3,4,4,344,Loyal Customers
201,1,180.94,1,1,1,111,Lost Customers
51,6,3672.86,3,4,4,344,Loyal Customers
10,3,641.94,4,3,2,432,Loyal Customers
2,12,4799.9,4,4,4,444,Champions
67,6,3907.01,2,4,4,244,At Risk
64,1,496.44,2,1,2,212,Lost Customers
51,12,5070.35,3,4,4,344,Loyal Customers
290,1,574.02,1,1,2,112,Lost Customers
61,8,694.4000000000001,2,4,3,243,At Risk
64,3,1174.35,2,3,3,233,At Risk
96,1,205.3,2,1,1,211,Lost Customers
274,1,310.47,1,1,2,112,Lost Customers
1,91,60767.9,4,4,4,444,Champions
75,4,924.85,2,3,3,233,At Risk
110,1,52.0,2,1,1,211,Lost Customers
199,1,327.97,1,1,2,112,Lost Customers
64,2,570.5,2,2,2,222,Lost Customers
327,1,165.0,1,1,1,111,Lost Customers
4,1,312.62,4,1,2,412,Lost Customers
284,1,204.5,1,1,1,111,Lost Customers
44,1,267.13,3,1,1,311,Lost Customers
71,3,2748.31,2,3,4,234,At Risk
86,1,679.68,2,1,3,213,Lost Customers
104,1,162.29,2,1,1,211,Lost Customers
334,1,311.71,1,1,2,112,Lost Customers
53,1,208.75,2,1,1,211,Lost Customers
39,3,1049.7,3,3,3,333,Loyal Customers
32,2,714.96,3,2,3,323,Lost Customers
366,4,1661.06,1,3,4,134,At Risk
208,1,1028.56,1,1,3,113,Lost Customers
157,3,348.72,1,3,2,132,At Risk
54,1,173.97,2,1,1,211,Lost Customers
66,2,574.07,2,2,2,222,Lost Customers
81,1,2020.52,2,1,4,214,Lost Customers
130,1,406.09,2,1,2,212,Lost Customers
87,1,364.5,2,1,2,212,Lost Customers
1,3,563.94,4,3,2,432,Loyal Customers
46,1,393.54,3,1,2,312,Lost Customers
333,1,252.42000000000002,1,1,1,111,Lost Customers
366,1,201.60000000000002,1,1,1,111,Lost Customers
72,1,158.04,2,1,1,211,Lost Customers
158,2,473.81,1,2,2,122,Lost Customers
373,1,115.65,1,1,1,111,Lost Customers
12,7,1960.1100000000001,4,4,4,444,Champions
255,2,777.02,1,2,3,123,Lost Customers
29,2,277.05,3,2,1,321,Lost Customers
31,10,2766.5,3,4,4,344,Loyal Customers
5,22,8347.2,4,4,4,444,Champions
40,1,427.93,3,1,2,312,Lost Customers
362,1,418.92,1,1,2,112,Lost Customers
373,1,326.0,1,1,2,112,Lost Customers
96,2,913.19,2,2,3,223,Lost Customers
26,7,2314.32,3,4,4,344,Loyal Customers
75,2,602.51,2,2,2,222,Lost Customers
57,4,1877.59,2,3,4,234,At Risk
21,1,446.94000000000005,3,1,2,312,Lost Customers
41,7,2386.05,3,4,4,344,Loyal Customers
137,1,2007.3999999999999,2,1,4,214,Lost Customers
8,12,2415.91,4,4,4,444,Champions
129,1,168.0,2,1,1,211,Lost Customers
40,3,1233.3600000000001,3,3,3,333,Loyal Customers
169,7,3703.29,1,4,4,144,At Risk
9,5,1690.2600000000002,4,4,4,444,Champions
214,2,596.85,1,2,2,122,Lost Customers
15,6,5955.71,4,4,4,444,Champions
170,2,642.41,1,2,2,122,Lost Customers
40,1,316.88,3,1,2,312,Lost Customers
186,1,394.14,1,1,2,112,Lost Customers
270,1,140.54,1,1,1,111,Lost Customers
172,1,500.0,1,1,2,112,Lost Customers
5,4,1535.53,4,3,3,433,Loyal Customers
16,2,231.86,4,2,1,421,Lost Customers
10,4,2183.54,4,3,4,434,Loyal Customers
326,1,107.45,1,1,1,111,Lost Customers
113,1,288.18,2,1,1,211,Lost Customers
290,1,94.0,1,1,1,111,Lost Customers
16,2,1345.53,4,2,3,423,Lost Customers
1,3,815.77,4,3,3,433,Loyal Customers
92,5,716.2,2,4,3,243,At Risk
149,2,626.35,1,2,2,122,Lost Customers
189,1,349.1,1,1,2,112,Lost Customers
31,2,510.71000000000004,3,2,2,322,Lost Customers
34,4,1056.44,3,3,3,333,Loyal Customers
264,1,267.18,1,1,1,111,Lost Customers
84,8,3450.84,2,4,4,244,At Risk
26,4,1358.88,3,3,3,333,Loyal Customers
171,1,190.53,1,1,1,111,Lost Customers
10,3,774.9000000000001,4,3,3,433,Loyal Customers
313,1,572.8100000000001,1,1,2,112,Lost Customers
65,4,3984.32,2,3,4,234,At Risk
85,1,508.8,2,1,2,212,Lost Customers
25,1,135.86,3,1,1,311,Lost Customers
59,4,950.36,2,3,3,233,At Risk
323,2,97.7,1,2,1,121,Lost Customers
38,1,43.5,3,1,1,311,Lost Customers
254,2,383.34,1,2,2,122,Lost Customers
19,5,1447.39,3,4,3,343,Loyal Customers
33,3,1483.14,3,3,3,333,Loyal Customers
15,1,93.78,4,1,1,411,Lost Customers
27,2,397.35,3,2,2,322,Lost Customers
23,1,171.19,3,1,1,311,Lost Customers
214,2,533.3,1,2,2,122,Lost Customers
8,5,1041.48,4,4,3,443,Loyal Customers
22,1,149.29,3,1,1,311,Lost Customers
12,3,1122.53,4,3,3,433,Loyal Customers
262,1,200.16,1,1,1,111,Lost Customers
131,1,156.57999999999998,2,1,1,211,Lost Customers
55,3,383.68,2,3,2,232,At Risk
249,1,594.0,1,1,2,112,Lost Customers
2,7,3236.91,4,4,4,444,Champions
9,2,1418.26,4,2,3,423,Lost Customers
264,1,113.5,1,1,1,111,Lost Customers
331,1,155.17,1,1,1,111,Lost Customers
313,1,494.64,1,1,2,112,Lost Customers
26,3,974.52,3,3,3,333,Loyal Customers
30,1,429.84,3,1,2,312,Lost Customers
30,3,538.73,3,3,2,332,Loyal Customers
2,7,1388.37,4,4,3,443,Loyal Customers
362,1,179.1,1,1,1,111,Lost Customers
283,3,447.22,1,3,2,132,At Risk
262,1,237.07,1,1,1,111,Lost Customers
25,1,161.64,3,1,1,311,Lost Customers
354,1,216.76,1,1,1,111,Lost Customers
94,3,234.6,2,3,1,231,At Risk
29,1,126.14,3,1,1,311,Lost Customers
338,1,1048.85,1,1,3,113,Lost Customers
20,18,7354.62,3,4,4,344,Loyal Customers
85,1,334.53,2,1,2,212,Lost Customers
9,3,524.88,4,3,2,432,Loyal Customers
51,2,467.51,3,2,2,322,Lost Customers
50,2,538.55,3,2,2,322,Lost Customers
2,1,469.48,4,1,2,412,Lost Customers
113,1,371.56,2,1,2,212,Lost Customers
14,7,1771.2,4,4,4,444,Champions
77,1,454.10999999999996,2,1,2,212,Lost Customers
40,2,1441.42,3,2,3,323,Lost Customers
116,1,905.5,2,1,3,213,Lost Customers
16,11,11014.96,4,4,4,444,Champions
161,4,233.81,1,3,1,131,At Risk
1,4,3594.31,4,3,4,434,Loyal Customers
30,3,2575.0,3,3,4,334,Loyal Customers
93,1,91.32000000000001,2,1,1,211,Lost Customers
23,3,1134.28,3,3,3,333,Loyal Customers
95,6,3100.09,2,4,4,244,At Risk
28,2,659.4599999999999,3,2,2,322,Lost Customers
33,5,2001.8,3,4,4,344,Loyal Customers
21,2,1299.23,3,2,3,323,Lost Customers
18,2,1262.2,4,2,3,423,Lost Customers
3,27,13316.4,4,4,4,444,Champions
8,4,1131.56,4,3,3,433,Loyal Customers
16,10,6923.98,4,4,4,444,Champions
363,1,147.09,1,1,1,111,Lost Customers
81,1,52.83,2,1,1,211,Lost Customers
53,5,3610.96,2,4,4,244,At Risk
23,3,979.26,3,3,3,333,Loyal Customers
172,1,492.36,1,1,2,112,Lost Customers
189,6,1000.27,1,4,3,143,At Risk
331,1,250.0,1,1,1,111,Lost Customers
12,5,909.23,4,4,3,443,Loyal Customers
156,2,121.0,1,2,1,121,Lost Customers
33,19,14758.220000000001,3,4,4,344,Loyal Customers
12,11,4139.46,4,4,4,444,Champions
45,3,62.43,3,3,1,331,Loyal Customers
233,1,267.03,1,1,1,111,Lost Customers
64,8,1942.45,2,4,4,244,At Risk
2,1,343.5,4,1,2,412,Lost Customers
40,8,3000.2,3,4,4,344,Loyal Customers
33,2,398.84,3,2,2,322,Lost Customers
84,1,412.01000000000005,2,1,2,212,Lost Customers
25,1,440.0,3,1,2,312,Lost Customers
2,3,823.42,4,3,3,433,Loyal Customers
33,2,148.44,3,2,1,321,Lost Customers
19,8,2429.78,3,4,4,344,Loyal Customers
254,1,229.33,1,1,1,111,Lost Customers
23,11,3992.68,3,4,4,344,Loyal Customers
22,4,1502.35,3,3,3,333,Loyal Customers
8,2,2007.44,4,2,4,424,Lost Customers
25,4,1571.03,3,3,3,333,Loyal Customers
19,3,807.57,3,3,3,333,Loyal Customers
173,4,536.4,1,3,2,132,At Risk
163,1,110.92,1,1,1,111,Lost Customers
7,1,538.46,4,1,2,412,Lost Customers
11,1,213.3,4,1,1,411,Lost Customers
114,1,85.13000000000001,2,1,1,211,Lost Customers
288,1,127.86,1,1,1,111,Lost Customers
9,9,3546.71,4,4,4,444,Champions
54,2,292.71999999999997,2,2,1,221,Lost Customers
7,14,4954.84,4,4,4,444,Champions
77,3,1689.51,2,3,4,234,At Risk
4,4,575.63,4,3,2,432,Loyal Customers
37,1,436.06,3,1,2,312,Lost Customers
217,1,90.12,1,1,1,111,Lost Customers
60,1,437.23,2,1,2,212,Lost Customers
278,1,217.2,1,1,1,111,Lost Customers
12,16,4802.18,4,4,4,444,Champions
24,1,279.77,3,1,1,311,Lost Customers
29,1,473.65000000000003,3,1,2,312,Lost Customers
12,4,800.59,4,3,3,433,Loyal Customers
352,1,134.55,1,1,1,111,Lost Customers
22,3,1361.44,3,3,3,333,Loyal Customers
50,2,173.16,3,2,1,321,Lost Customers
19,1,186.01,3,1,1,311,Lost Customers
3,3,758.29,4,3,3,433,Loyal Customers
104,5,1375.71,2,4,3,243,At Risk
7,12,4165.52,4,4,4,444,Champions
12,4,650.4300000000001,4,3,2,432,Loyal Customers
5,7,2552.86,4,4,4,444,Champions
32,2,599.5,3,2,2,322,Lost Customers
178,4,702.25,1,3,3,133,At Risk
38,1,940.6700000000001,3,1,3,313,Lost Customers
151,3,258.88,1,3,1,131,At Risk
162,1,127.1,1,1,1,111,Lost Customers
69,2,348.6,2,2,2,222,Lost Customers
156,10,721.63,1,4,3,143,At Risk
